;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;Amundi ETF;;;;;;
;;;;;;;
;TITOLI DETENUTI DAL FONDO;;;;;;
;;;;;;;
;Nome del fondo;Amundi Prime Global UCITS ETF Acc;;;;;
;Codice ISIN;IE0009DRDY20;;;;;
;Metodologia di Replica;Physical;;;;;
;;;;;;;
;Attivi in gestione nel fondo al 21/05/2025;1.815,65 mln USD;;;;;
;Valuta di riferimento;USD;;;;;
;;;;;;;
;Si prega di notare che i dati relativi ai titoli detenuti a livello del fondo possono cambiare quotidianamente. Dati ritenuti esatti al 21/05/2025. Si prega di fare riferimento al sito per le ultime informazioni diponibili.;;;;;;
;;;;;;;
;Codice ISIN;Nome;Asset class;Valuta;Peso;Settore;Paese
;US81762P1021;SERVICENOW INC;EQUITY;USD; 0.29%;Information Technology;Stati Uniti
;IE00B4BNMY34;ACCENTURE PLC -A;EQUITY;USD; 0.28%;Information Technology;Stati Uniti
;US2546871060;WALT DISNEY CO/THE;EQUITY;USD; 0.28%;Servizi di comunicazione;Stati Uniti
;GB00BP6MXD84;SHELL PLC GBP;EQUITY;GBP; 0.28%;Energia;Regno Unito
;JP3633400001;TOYOTA MOTOR CORP;EQUITY;JPY; 0.28%;Beni voluttuari;Giappone
;US46120E6023;INTUITIVE SURGICAL INC;EQUITY;USD; 0.28%;Sanità;Stati Uniti
;US00206R1023;AT&T INC;EQUITY;USD; 0.28%;Servizi di comunicazione;Stati Uniti
;US58933Y1055;MERCK & CO. INC.;EQUITY;USD; 0.27%;Sanità;Stati Uniti
;DE0007236101;SIEMENS AG-REG;EQUITY;EUR; 0.26%;Industrali;Germania
;AU000000CBA7;COMMONWEALTH BANK OF AUSTRALIA;EQUITY;AUD; 0.26%;Finanziari;Australia
;US38141G1040;GOLDMAN SACHS GROUP INC;EQUITY;USD; 0.26%;Finanziari;Stati Uniti
;US92343V1044;VERIZON COMMUNICATIONS INC;EQUITY;USD; 0.26%;Servizi di comunicazione;Stati Uniti
;US75513E1010;RTX CORP;EQUITY;USD; 0.26%;Industrali;Stati Uniti
;US0079031078;ADVANCED MICRO DEVICES;EQUITY;USD; 0.26%;Information Technology;Stati Uniti
;US90353T1007;UBER TECHNOLOGIES INC;EQUITY;USD; 0.26%;Industrali;Stati Uniti
;US4612021034;INTUIT INC;EQUITY;USD; 0.25%;Information Technology;Stati Uniti
;US7134481081;PEPSICO INC;EQUITY;USD; 0.25%;Beni di prima necessità;Stati Uniti
;US00724F1012;ADOBE INC;EQUITY;USD; 0.25%;Information Technology;Stati Uniti
;CA7800871021;ROYAL BANK OF CANADA CAD;EQUITY;CAD; 0.25%;Finanziari;Canada
;US09857L1089;BOOKING HOLDINGS INC;EQUITY;USD; 0.25%;Beni voluttuari;Stati Uniti
;US1491231015;CATERPILLAR INC;EQUITY;USD; 0.24%;Industrali;Stati Uniti
;US8825081040;TEXAS INSTRUMENTS  COM USD1;EQUITY;USD; 0.23%;Information Technology;Stati Uniti
;US7475251036;QUALCOMM INC;EQUITY;USD; 0.23%;Information Technology;Stati Uniti
;US7433151039;PROGRESSIVE CORP;EQUITY;USD; 0.23%;Finanziari;Stati Uniti
;US0258161092;AMERICAN EXPRESS;EQUITY;USD; 0.22%;Finanziari;Stati Uniti
;US78409V1044;S&P GLOBAL INC;EQUITY;USD; 0.22%;Finanziari;Stati Uniti
;JP3902900004;MITSUBISHI UFJ FINANCIAL GROUP;EQUITY;JPY; 0.22%;Finanziari;Giappone
;GB00B10RZP78;UNILEVER PLC LONDON;EQUITY;GBP; 0.22%;Beni di prima necessità;Regno Unito
;JP3435000009;SONY GROUP CORP (JT);EQUITY;JPY; 0.22%;Beni voluttuari;Giappone
;US6174464486;MORGAN STANLEY;EQUITY;USD; 0.22%;Finanziari;Stati Uniti
;US1011371077;BOSTON SCIENTIFIC CORP;EQUITY;USD; 0.22%;Sanità;Stati Uniti
;DE0008404005;ALLIANZ SE-REG;EQUITY;EUR; 0.22%;Finanziari;Germania
;US09290D1019;BLACKROCK INC;EQUITY;USD; 0.21%;Finanziari;Stati Uniti
;US8085131055;SCHWAB (CHARLES) CORP;EQUITY;USD; 0.21%;Finanziari;Stati Uniti
;US8725401090;TJX COMPANIES INC;EQUITY;USD; 0.21%;Beni voluttuari;Stati Uniti
;US0970231058;BOEING CO/THE;EQUITY;USD; 0.21%;Industrali;Stati Uniti
;US65339F1012;NEXTERA ENERGY INC;EQUITY;USD; 0.21%;Beni di pubblica utilità;Stati Uniti
;US8835561023;THERMO FISHER SCIENTIFIC INC;EQUITY;USD; 0.21%;Sanità;Stati Uniti
;US4385161066;HONEYWELL INTERNATIONAL INC;EQUITY;USD; 0.21%;Industrali;Stati Uniti
;US0311621009;AMGEN INC;EQUITY;USD; 0.21%;Sanità;Stati Uniti
;FR0000121014;LVMH MOET HENNESSY LOUIS VUI;EQUITY;EUR; 0.20%;Beni voluttuari;Francia
;FR0000121972;SCHNEIDER ELECT SE;EQUITY;EUR; 0.19%;Industrali;Francia
;US1729674242;CITIGROUP INC;EQUITY;USD; 0.19%;Finanziari;Stati Uniti
;US9078181081;UNION PACIFIC CORP;EQUITY;USD; 0.19%;Industrali;Stati Uniti
;US0530151036;AUTOMATIC DATA PROCESSING;EQUITY;USD; 0.19%;Industrali;Stati Uniti
;US3755581036;GILEAD SCIENCES INC;EQUITY;USD; 0.19%;Sanità;Stati Uniti
;US20030N1019;COMCAST CORP-CLASS A;EQUITY;USD; 0.19%;Servizi di comunicazione;Stati Uniti
;US0382221051;APPLIED MATERIALS INC;EQUITY;USD; 0.19%;Information Technology;Stati Uniti
;US8636671013;STRYKER CORPORATION;EQUITY;USD; 0.19%;Sanità;Stati Uniti
;US2441991054;DEERE & CO;EQUITY;USD; 0.18%;Industrali;Stati Uniti
;US7170811035;PFIZER INC;EQUITY;USD; 0.18%;Sanità;Stati Uniti
;IE00B8KQN827;EATON CORP PLC;EQUITY;USD; 0.18%;Industrali;Stati Uniti
;DE0005557508;DEUTSCHE TELEKOM NAMEN (XETRA);EQUITY;EUR; 0.18%;Servizi di comunicazione;Germania
;US5486611073;LOWE S COS INC COM US 0.50;EQUITY;USD; 0.18%;Beni voluttuari;Stati Uniti
;US36828A1016;GE VERNOVA INC;EQUITY;USD; 0.18%;Industrali;Stati Uniti
;US58733R1023;MERCADOLIBRE;EQUITY;USD; 0.18%;Beni voluttuari;Stati Uniti
;AU000000BHP4;BHP GROUP LTD;EQUITY;AUD; 0.18%;Materiali;Australia
;FR0000120271;TOTALENERGIES SE PARIS;EQUITY;EUR; 0.17%;Energia;Francia
;CA82509L1076;SHOPIFY INC-A CAD;EQUITY;CAD; 0.17%;Information Technology;Canada
;US2358511028;DANAHER CORP;EQUITY;USD; 0.17%;Sanità;Stati Uniti
;FR0000120073;AIR LIQUIDE SA;EQUITY;EUR; 0.17%;Materiali;Francia
;US14040H1059;CAPITAL ONE FINL COM US 0.01;EQUITY;USD; 0.17%;Finanziari;Stati Uniti
;US6974351057;PALO ALTO NETWORKS INC;EQUITY;USD; 0.17%;Information Technology;Stati Uniti
;JP3788600009;HITACHI LTD;EQUITY;JPY; 0.17%;Industrali;Giappone
;ES0113900J37;BANCO SANTANDER SA MADRID;EQUITY;EUR; 0.16%;Finanziari;Spagna
;US8725901040;T-MOBILE US INC;EQUITY;USD; 0.16%;Servizi di comunicazione;Stati Uniti
;FR0000120578;SANOFI - PARIS;EQUITY;EUR; 0.16%;Sanità;Francia
;CA8911605092;TORONTO-DOMINIO.BANK;EQUITY;CAD; 0.16%;Finanziari;Canada
;US20825C1045;CONOCOPHILLIPS;EQUITY;USD; 0.16%;Energia;Stati Uniti
;NL0000235190;AIRBUS SE;EQUITY;EUR; 0.16%;Industrali;Francia
;US92532F1003;VERTEX PHARMACEUTICALS;EQUITY;USD; 0.16%;Sanità;Stati Uniti
;US5717481023;MARSH & MCLENNAN COS;EQUITY;USD; 0.16%;Finanziari;Stati Uniti
;CH0044328745;CHUBB LTD;EQUITY;USD; 0.15%;Finanziari;Stati Uniti
;US0326541051;ANALOG DEVICES INC;EQUITY;USD; 0.15%;Information Technology;Stati Uniti
;IE00BTN1Y115;MEDTRONIC PLC;EQUITY;USD; 0.15%;Sanità;Stati Uniti
;ES0144580Y14;IBERDROLA SA;EQUITY;EUR; 0.15%;Beni di pubblica utilità;Spagna
;US22788C1053;CROWDSTRIKE HOLDINGS INC - A;EQUITY;USD; 0.15%;Information Technology;Stati Uniti
;CH0244767585;UBS GROUP AG;EQUITY;CHF; 0.15%;Finanziari;Svizzera
;US5128073062;LAM RESEARCH CORP;EQUITY;USD; 0.15%;Information Technology;Stati Uniti
;CH0210483332;CIE FINANCIERE RICHEMO-A REG;EQUITY;CHF; 0.15%;Beni voluttuari;Svizzera
;US5951121038;MICRON TECHNOLOGY INC;EQUITY;USD; 0.15%;Information Technology;Stati Uniti
;CH0011075394;ZURICH INSURANCE GROUP AG;EQUITY;CHF; 0.15%;Finanziari;Svizzera
;US12572Q1058;CME GROUP INC;EQUITY;USD; 0.15%;Finanziari;Stati Uniti
;US02209S1033;ALTRIA GROUP INC;EQUITY;USD; 0.14%;Beni di prima necessità;Stati Uniti
;US0320951017;AMPHENOL CORP CL-A;EQUITY;USD; 0.14%;Information Technology;Stati Uniti
;US4824801009;KLA CORP;EQUITY;USD; 0.14%;Information Technology;Stati Uniti
;FR0000073272;SAFRAN SA;EQUITY;EUR; 0.14%;Industrali;Francia
;GB00B2B0DG97;RELX PLC;EQUITY;GBP; 0.14%;Industrali;Regno Unito
;US45866F1049;INTERCONTINENTAL EXCHANGE INC;EQUITY;USD; 0.14%;Finanziari;Stati Uniti
;US09260D1072;BLACKSTONE INC;EQUITY;USD; 0.14%;Finanziari;Stati Uniti
;US5949724083;MICROSTRATEGY INC-CL A;EQUITY;USD; 0.14%;Information Technology;Stati Uniti
;LU1778762911;SPOTIFY TECHNOLOGY SA;EQUITY;USD; 0.14%;Servizi di comunicazione;Stati Uniti
;CA29250N1050;ENBRIDGE INC;EQUITY;CAD; 0.14%;Energia;Canada
;IE00BK9ZQ967;TRANE TECHNOLOGIES PLC;EQUITY;USD; 0.14%;Industrali;Stati Uniti
;US8425871071;SOUTHERN CO/THE;EQUITY;USD; 0.14%;Beni di pubblica utilità;Stati Uniti
;US74340W1036;PROLOGIS INC;EQUITY;USD; 0.14%;Immobiliare;Stati Uniti
;US03027X1000;AMERICAN TOWER CORP CL A;EQUITY;USD; 0.14%;Immobiliare;Stati Uniti
;JP3890350006;SUMITOMO MITSUI FINANCIAL GROUP;EQUITY;JPY; 0.14%;Finanziari;Giappone
;US0404132054;ARISTA NETWORKS INC;EQUITY;USD; 0.14%;Information Technology;Stati Uniti
;US95040Q1040;WELLTOWER INC;EQUITY;USD; 0.14%;Immobiliare;Stati Uniti
;FR0000120321;L OREAL (Paris);EQUITY;EUR; 0.14%;Beni di prima necessità;Francia
;US1101221083;BRISTOL-MYERS SQUIBB CO;EQUITY;USD; 0.13%;Sanità;Stati Uniti
;GB00B63H8491;ROLLS-ROYCE HOLDINGS PLC;EQUITY;GBP; 0.13%;Industrali;Regno Unito
;US94106L1098;WASTE MANAGEMENT INC;EQUITY;USD; 0.13%;Industrali;Stati Uniti
;JP3756600007;NINTENDO CO LTD;EQUITY;JPY; 0.13%;Servizi di comunicazione;Giappone
;IT0005239360;UNICREDIT SPA;EQUITY;EUR; 0.13%;Finanziari;Italia
;US26441C2044;DUKE ENERGY;EQUITY;USD; 0.13%;Beni di pubblica utilità;Stati Uniti
;US8552441094;STARBUCKS CORP;EQUITY;USD; 0.13%;Beni voluttuari;Stati Uniti
;CH0012221716;ABB LTD-REG;EQUITY;CHF; 0.13%;Industrali;Svizzera
;US03831W1080;APPLOVIN CORP-CLASS A;EQUITY;USD; 0.13%;Information Technology;Stati Uniti
;US3377381088;FISERV INC;EQUITY;USD; 0.13%;Finanziari;Stati Uniti
;US4581401001;INTEL CORP;EQUITY;USD; 0.13%;Information Technology;Stati Uniti
;US0367521038;ELEVANCE HEALTH INC;EQUITY;USD; 0.13%;Sanità;Stati Uniti
;HK0000069689;AIA GROUP LTD;EQUITY;HKD; 0.13%;Finanziari;Hong Kong
;US21037T1097;CONSTELLATION ENERGY;EQUITY;USD; 0.13%;Beni di pubblica utilità;Stati Uniti
;FR0000052292;HERMES INTERNATIONAL;EQUITY;EUR; 0.13%;Beni voluttuari;Francia
;US58155Q1031;MCKESSON CORP;EQUITY;USD; 0.13%;Sanità;Stati Uniti
;DE0008430026;MUENCHENER RUECKVER AG-REG;EQUITY;EUR; 0.12%;Finanziari;Germania
;US7010941042;PARKER HANNIFIN CORP;EQUITY;USD; 0.12%;Industrali;Stati Uniti
;US1273871087;CADENCE DESIGN SYS INC;EQUITY;USD; 0.12%;Information Technology;Stati Uniti
;DE0007030009;RHEINMETALL ORD;EQUITY;EUR; 0.12%;Industrali;Germania
;ES0113211835;BANCO BILBAO VIZCAYA ARGENTA;EQUITY;EUR; 0.12%;Finanziari;Spagna
;FR0000131104;BNP PARIBAS;EQUITY;EUR; 0.12%;Finanziari;Francia
;US3635761097;ARTHUR J GALLAGHER & CO;EQUITY;USD; 0.12%;Finanziari;Stati Uniti
;JP3970300004;RECRUIT HOLDINGS CO LTD;EQUITY;JPY; 0.12%;Industrali;Giappone
;US1255231003;THE CIGNA GROUP;EQUITY;USD; 0.12%;Sanità;Stati Uniti
;GB0002875804;BRITISH AMERICAN TOBACCO;EQUITY;GBP; 0.12%;Beni di prima necessità;Regno Unito
;US29444U7000;EQUINIX INC;EQUITY;USD; 0.12%;Immobiliare;Stati Uniti
;FR0000121667;ESSILORLUXOTTICA;EQUITY;EUR; 0.12%;Sanità;Francia
;US6092071058;MONDELEZ INTERNATIONAL INC;EQUITY;USD; 0.12%;Beni di prima necessità;Stati Uniti
;IT0000072618;INTESA SANPAOLO;EQUITY;EUR; 0.12%;Finanziari;Italia
;JP3236200006;KEYENCE CORP  JPY50;EQUITY;JPY; 0.12%;Information Technology;Giappone
;US67103H1077;O REILLY AUTOMOTIVE INC;EQUITY;USD; 0.11%;Beni voluttuari;Stati Uniti
;US88579Y1010;3M CO;EQUITY;USD; 0.11%;Industrali;Stati Uniti
;US8936411003;TRANSDIGM GROUP INC;EQUITY;USD; 0.11%;Industrali;Stati Uniti
;FR0000120628;AXA SA;EQUITY;EUR; 0.11%;Finanziari;Francia
;US8243481061;SHERWIN-WILLIAMS CO/THE;EQUITY;USD; 0.11%;Materiali;Stati Uniti
;US48251W1045;KKR & CO INC;EQUITY;USD; 0.11%;Finanziari;Stati Uniti
;GB00BN7SWP63;GSK PLC;EQUITY;GBP; 0.11%;Sanità;Regno Unito
;US8716071076;SYNOPSYS INC;EQUITY;USD; 0.11%;Information Technology;Stati Uniti
;CA11271J1075;BROOKFIELD CORP;EQUITY;CAD; 0.11%;Finanziari;Canada
;GB0002634946;BAE SYSTEMS PLC;EQUITY;GBP; 0.11%;Industrali;Regno Unito
;US1266501006;CVS HEALTH CORP;EQUITY;USD; 0.11%;Sanità;Stati Uniti
;US1729081059;CINTAS CORP;EQUITY;USD; 0.11%;Industrali;Stati Uniti
;US6153691059;MOODY S CORP;EQUITY;USD; 0.11%;Finanziari;Stati Uniti
;CA13646K1084;CANADIAN PACIFIC KANSAS CITY CAD;EQUITY;CAD; 0.11%;Industrali;Canada
;CA0636711016;BANK OF MONTREAL;EQUITY;CAD; 0.11%;Finanziari;Canada
;JP3571400005;TOKYO ELECTRON  JPY50;EQUITY;JPY; 0.11%;Information Technology;Giappone
;GB00BDR05C01;NATIONAL GRID PLC;EQUITY;GBP; 0.11%;Beni di pubblica utilità;Regno Unito
;AU000000CSL8;CSL LTD;EQUITY;AUD; 0.10%;Sanità;Australia
;GB00B0SWJX34;LONDON STOCK EXCHANGE GROUP;EQUITY;GBP; 0.10%;Finanziari;Regno Unito
;US6200763075;MOTOROLA SOLUTIONS INC;EQUITY;USD; 0.10%;Information Technology;Stati Uniti
;AU000000NAB4;NATIONAL AUSTRALIA BANK;EQUITY;AUD; 0.10%;Finanziari;Australia
;US1941621039;COLGATE-PALMOLIVE CO;EQUITY;USD; 0.10%;Beni di prima necessità;Stati Uniti
;US6541061031;NIKE INC -CL B;EQUITY;USD; 0.10%;Beni voluttuari;Stati Uniti
;US9113121068;UNITED PARCEL SERVICE CL B;EQUITY;USD; 0.10%;Industrali;Stati Uniti
;US98978V1035;ZOETIS INC;EQUITY;USD; 0.10%;Sanità;Stati Uniti
;US4523081093;ILLINOIS TOOL WORK;EQUITY;USD; 0.10%;Industrali;Stati Uniti
;IE00BLP1HW54;AON PLC-CLASS A;EQUITY;USD; 0.10%;Finanziari;Stati Uniti
;GB0007980591;BP PLC;EQUITY;GBP; 0.10%;Energia;Regno Unito
;JP3898400001;MITSUBISHI CORPORATION;EQUITY;JPY; 0.10%;Industrali;Giappone
;CA21037X1006;CONSTELLATION SOFTWARE INC;EQUITY;CAD; 0.10%;Information Technology;Canada
;US25809K1051;DOORDASH INC - A;EQUITY;USD; 0.10%;Beni voluttuari;Stati Uniti
;FR0000125486;VINCI SA (PARIS);EQUITY;EUR; 0.10%;Industrali;Francia
;US70450Y1038;PAYPAL HOLDINGS INC;EQUITY;USD; 0.10%;Finanziari;Stati Uniti
;US9694571004;WILLIAMS COS INC;EQUITY;USD; 0.10%;Energia;Stati Uniti
;AU000000WBC1;WESTPAC BANK CORP  AUD1;EQUITY;AUD; 0.10%;Finanziari;Australia
;US40412C1018;HCA HEALTHCARE INC;EQUITY;USD; 0.10%;Sanità;Stati Uniti
;US6668071029;NORTHROP GRUMMAN CORP;EQUITY;USD; 0.10%;Industrali;Stati Uniti
;SG1L01001701;DBS GROUP HOLDINGS LTD;EQUITY;SGD; 0.10%;Finanziari;Singapore
;US6934751057;PNC FINANCIAL SERVICES GROUP;EQUITY;USD; 0.10%;Finanziari;Stati Uniti
;BE0974293251;ANHEUSER-BUSCH INBEV SA/NV;EQUITY;EUR; 0.10%;Beni di prima necessità;Belgio
;US1696561059;CHIPOTLE MEXICAN GRILL-CL A;EQUITY;USD; 0.10%;Beni voluttuari;Stati Uniti
;NL0013654783;PROSUS NV;EQUITY;EUR; 0.10%;Beni voluttuari;Paesi Bassi
;NL0011821202;ING GROEP NV;EQUITY;EUR; 0.10%;Finanziari;Paesi Bassi
;JP3885780001;MIZUHO FINANCIAL GROUP INC;EQUITY;JPY; 0.09%;Finanziari;Giappone
;JP3900000005;MITSUBISHI HVY IND JPY50;EQUITY;JPY; 0.09%;Industrali;Giappone
;IT0003128367;ENEL SPA;EQUITY;EUR; 0.09%;Beni di pubblica utilità;Italia
;US0533321024;AUTOZONE INC;EQUITY;USD; 0.09%;Beni voluttuari;Stati Uniti
;GB0007188757;RIO TINTO PLC (GBR);EQUITY;GBP; 0.09%;Materiali;Regno Unito
;US9029733048;US BANCORP;EQUITY;USD; 0.09%;Finanziari;Stati Uniti
;JP3910660004;TOKIO MARINE HOLDINGS INC;EQUITY;JPY; 0.09%;Finanziari;Giappone
;CA1363851017;CANADIAN NATURAL RESOURCES CAD;EQUITY;CAD; 0.09%;Energia;Canada
;US2910111044;EMERSON ELECTRIC;EQUITY;USD; 0.09%;Industrali;Stati Uniti
;US4432011082;HOWMET AEROSPACE INC;EQUITY;USD; 0.09%;Industrali;Stati Uniti
;JP3143600009;ITOCHU CORP;EQUITY;JPY; 0.09%;Industrali;Giappone
;GB0031348658;BARCLAYS PLC;EQUITY;GBP; 0.09%;Finanziari;Regno Unito
;NL0011585146;FERRARI NV MILAN;EQUITY;EUR; 0.09%;Beni voluttuari;Italia
;IE0001827041;CRH PLC NYSE;EQUITY;USD; 0.09%;Materiali;Stati Uniti
;IE00BY7QL619;JOHNSON CONTROLS INTERNATIONAL;EQUITY;USD; 0.09%;Industrali;Stati Uniti
;AU000000WES1;WESFARMERS LIMITED;EQUITY;AUD; 0.09%;Beni voluttuari;Australia
;GB0002374006;DIAGEO PLC;EQUITY;GBP; 0.09%;Beni di prima necessità;Regno Unito
;US0527691069;AUTODESK INC;EQUITY;USD; 0.09%;Information Technology;Stati Uniti
;US0640581007;BANK OF NEW YORK MELLON CORP;EQUITY;USD; 0.09%;Finanziari;Stati Uniti
;CA0641491075;BANK OF NOVA SCOTIA;EQUITY;CAD; 0.09%;Finanziari;Canada
;CA1360691010;CAN IMPERIAL BK OF COMMERCE;EQUITY;CAD; 0.09%;Finanziari;Canada
;US26875P1012;EOG RESOURCES INC EX ENRON OIL;EQUITY;USD; 0.09%;Energia;Stati Uniti
;US2788651006;ECOLAB INC;EQUITY;USD; 0.09%;Materiali;Stati Uniti
;US34959E1091;FORTINET INC;EQUITY;USD; 0.09%;Information Technology;Stati Uniti
;US3695501086;GENERAL DYNAMICS;EQUITY;USD; 0.09%;Industrali;Stati Uniti
;US75886F1075;REGENERON PHARMACEUTICALS;EQUITY;USD; 0.09%;Sanità;Stati Uniti
;US89417E1091;TRAVELERS COMPANIES INC;EQUITY;USD; 0.09%;Finanziari;Stati Uniti
;US5719032022;MARRIOTT INTERNATIONAL-CL A;EQUITY;USD; 0.09%;Beni voluttuari;Stati Uniti
;GB0008706128;LLOYDS BANKING GROUP PLC;EQUITY;GBP; 0.09%;Finanziari;Regno Unito
;US43300A2033;HILTON WORLDWIDE HOLDINGS IN;EQUITY;USD; 0.09%;Beni voluttuari;Stati Uniti
;CA1363751027;CANADIAN NATIONAL RAILWAY;EQUITY;CAD; 0.09%;Industrali;Canada
;US7766961061;ROPER TECHNOLOGIES INC;EQUITY;USD; 0.09%;Information Technology;Stati Uniti
;US1264081035;CSX CORP;EQUITY;USD; 0.09%;Industrali;Stati Uniti
;LR0008862868;ROYAL CARIBBEAN CRUISES LTD;EQUITY;USD; 0.08%;Beni voluttuari;Stati Uniti
;GB00BD6K4575;COMPASS GROUP PLC GBP;EQUITY;GBP; 0.08%;Beni voluttuari;Regno Unito
;US14448C1045;CARRIER GLOBAL CORP;EQUITY;USD; 0.08%;Industrali;Stati Uniti
;CH0012214059;HOLCIM LTD;EQUITY;CHF; 0.08%;Materiali;Svizzera
;DE000ENER6Y0;SIEMENS ENERGY AG;EQUITY;EUR; 0.08%;Industrali;Germania
